HOTA,DetA,AssA,DetRe,DetPr,AssRe,AssPr,LocA,OWTA,HOTA(0),LocA(0),HOTALocA(0),Dets,GT_Dets,IDs,GT_IDs
63.135,71.171,56.196,75.624,81.852,60.134,78.992,83.95,65.185,78.726,80.547,63.411,176966,191540,941,405
