HOTA,DetA,AssA,DetRe,DetPr,AssRe,AssPr,LocA,OWTA,HOTA(0),LocA(0),HOTALocA(0),Dets,GT_Dets,IDs,GT_IDs
61.766,69.625,54.966,74.087,81.125,58.585,78.919,83.46,63.811,77.849,79.814,62.134,174923,191540,867,405
