HOTA,DetA,AssA,DetRe,DetPr,AssRe,AssPr,LocA,OWTA,HOTA(0),LocA(0),HOTALocA(0),Dets,GT_Dets,IDs,GT_IDs
64.67,72.767,57.634,77.468,82.315,61.5,79.726,84.399,66.817,80.194,81.095,65.034,180262,191540,942,405
