HOTA,DetA,AssA,DetRe,DetPr,AssRe,AssPr,LocA,OWTA,HOTA(0),LocA(0),HOTALocA(0),Dets,GT_Dets,IDs,GT_IDs
62.079,70.515,54.806,75.282,80.69,58.709,77.815,83.236,64.23,78.921,79.39,62.655,178701,191540,853,405
